pairs,Treatment,value
15 18,E,-0.9558489810089746
15 18,E,-1.311599397899371
15 18,E,-1.1312277099723504
15 18,E,-1.4407431877588508
15 18,E,-1.0689398612807761
15 18,E,-1.8888666154937044
15 18,E,-1.1793717222522477
15 18,E,-1.5424346780148195
15 18,E,-1.1978711395585406
15 18,E,-1.479644005945242
15 18,E,-1.1096912720510024
15 18,E,-1.612115128216065
15 18,E,-1.192487061070112
15 18,E,-1.7148024248984188
15 18,E,-1.0769838032031456
15 18,E,-1.4671201461791603
15 18,E,-1.308905009497476
15 18,E,-1.468441861025198
15 18,E,-1.93645614676518
15 18,E,-1.214634218385196
15 18,E,-1.5334424297646059
15 18,E,-1.1943122552943175
15 18,E,-1.4284048080018645
15 18,E,-1.9460322111847226
15 18,E,-1.1538820624368082
15 18,E,-1.6649913701455867
15 18,E,-1.3784856553965195
15 18,E,-1.5708770771409315
15 18,E,-1.0832144952906004
15 18,E,-1.3334804695307116
15 18,E,-1.872363784223684
15 18,E,-1.165701280664058
15 18,E,-1.7351069404957498
15 18,E,-1.9857849091994504
15 18,E,-1.2896828274506862
15 18,E,-1.7637633393673218
15 18,E,-1.4074045445000325
15 18,E,-1.4783013446851279
15 18,E,-1.13860160887488
15 18,E,-1.2067153649138975
15 18,E,-1.167579253264
15 18,E,-1.7925373538946445
15 18,E,-1.9156677119302568
15 18,E,-1.9636895936932575
15 18,E,-1.1793033923113758
15 18,E,-1.6528418059245902
15 18,E,-1.1484292640795222
15 18,E,-1.4915747378246011
15 18,E,-1.0317516961832092
15 18,E,-1.5470342690618653
15 18,E,-1.2260249305152884
15 18,E,-1.626679855971121
15 18,E,-2.0578152215279766
15 18,E,-1.2676333932644677
15 18,E,-1.5473069439136373
15 18,E,-1.3230880693038383
15 18,E,-1.4612743548222322
15 18,E,-1.0210326760811534
15 18,E,-1.3429702601098312
15 18,E,-1.921400786150248
15 18,E,-1.135430808606347
15 18,E,-1.7084700482380153
15 18,E,-1.0587993794299684
15 18,E,-1.2086489994783773
15 18,E,-1.0835748638708325
15 18,E,-1.7011312681616633
15 18,E,-1.3036934807388891
15 18,E,-1.6981677583337644
15 18,E,-1.7891915612736324
15 18,E,-1.021110839716505
15 18,E,-1.466859369143284
15 18,E,-1.1662221542698614
15 18,E,-1.8331110944728917
15 18,E,-1.179887304970391
15 18,E,-1.6413525158655076
15 18,E,-1.2746549796337359
15 18,E,-1.4719388559677826
15 18,E,-1.2947719671182212
15 18,E,-1.5887026164519031
15 18,E,-1.993992508465675
15 18,E,-1.1744624387788563
15 18,E,-1.6467773820570424
15 18,E,-1.1298549804967617
15 18,E,-1.5620617776371704
15 18,E,-1.8439372456407377
15 18,E,-1.9966042837304456
15 18,E,-1.0269657591360193
15 18,E,-1.3895780994420823
15 18,E,-1.1315807706601788
15 18,E,-1.5607124312710616
15 18,NE,-6.304120049299839
15 18,NE,-6.140518395268663
15 18,NE,-5.767765796016993
15 18,NE,-6.969547005619897
15 18,NE,-5.322561380589152
15 18,NE,-5.070184637633779
15 18,NE,-7.751053533720874
15 18,NE,-5.402321889709591
15 18,NE,-5.48770291741259
15 18,NE,-5.413830033200238
15 18,NE,-5.1859707396036026
15 18,NE,-5.608673990449446
15 18,NE,-6.029920087041577
15 18,NE,-5.9691435999186115
15 18,NE,-6.245646173751697
15 18,NE,-6.728460548387954
15 18,NE,-5.763376915613164
15 18,NE,-5.127815065735602
15 18,NE,-6.359018255346527
15 18,NE,-5.593215252300461
15 18,NE,-4.975538741112452
15 18,NE,-5.332347449752358
15 18,NE,-5.18422151745519
15 18,NE,-6.144159702701736
15 18,NE,-5.70652774208202
15 18,NE,-7.2272464504703775
15 18,NE,-7.863715174025862
15 18,NE,-5.29085322379093
15 18,NE,-4.478453349977176
15 18,NE,-5.417804085251047
15 18,NE,-5.3828417855676145
15 18,NE,-8.493924995578789
15 18,NE,-4.983331583023981
15 18,NE,-5.148566981406355
15 18,NE,-4.8735712881863575
15 18,NE,-6.908241488954044
15 18,NE,-5.313540346175576
15 18,NE,-5.870191756119019
15 18,NE,-6.948840560718174
15 18,NE,-5.549884874051416
15 18,NE,-5.176034381282909
15 18,NE,-5.3930975168713005
15 18,NE,-5.361164225050424
15 18,NE,-4.9850820175729025
15 18,NE,-5.3280618645328905
15 18,NE,-7.12033324486927
15 18,NE,-4.628960289888689
15 18,NE,-4.837532710054999
15 18,NE,-6.613488898107004
15 18,NE,-6.367864172990466
15 18,NE,-7.287062003620734
15 18,NE,-5.20374691360119
15 18,NE,-6.930635175034511
15 18,NE,-6.300154798717417
15 18,NE,-7.207533485370966
15 18,NE,-7.673691986496089
15 18,NE,-5.599870022178502
15 18,NE,-5.56509778250026
15 18,NE,-7.170389850590172
15 18,NE,-6.622876081969988
15 18,NE,-5.5915922555533895
15 18,NE,-5.99987611426111
15 18,NE,-5.541068969864833
15 18,NE,-5.545297243030761
15 18,NE,-5.695079662711587
15 18,NE,-5.629019495512259
15 18,NE,-6.210190815395217
15 18,NE,-5.593500347865641
15 18,NE,-5.112350670467696
15 18,NE,-5.870741573983702
15 18,NE,-6.76359198082173
15 18,NE,-5.35871112796713
15 18,NE,-6.407939965777735
15 18,NE,-4.826508178090827
15 18,NE,-6.253956666523568
15 18,NE,-4.5790293827352695
15 18,NE,-7.210065085577126
15 18,NE,-4.705087677478433
15 18,NE,-6.184851679985474
15 18,NE,-6.477954947632691
15 18,NE,-6.434758842377416
15 18,NE,-5.131095494671018
15 18,NE,-4.944614236405159
15 18,NE,-5.392245709840746
15 18,NE,-5.278892395953452
15 18,NE,-6.3434885590269445
15 18,NE,-6.8349850057394805
15 18,NE,-5.270702044294216
15 18,NE,-4.979131893231767
15 18,NE,-6.096128615124291
15 18,NE,-5.12597189118659
15 18,NE,-5.2915345036302
15 18,NE,-7.924276087736348
15 18,NE,-5.448722477440928
15 18,NE,-5.197252333138991
15 18,NE,-4.849421691697411
15 18,NE,-4.416242420669105
15 18,NE,-6.163899563008029
15 18,NE,-5.411968247230747
15 18,NE,-5.443617941673821
15 18,NE,-5.918377792539692
15 18,NE,-5.496222974954907
15 18,NE,-6.480292891842984
15 18,NE,-5.673739119451031
15 18,NE,-4.753509195171441
15 18,NE,-4.91250864852094
15 18,NE,-6.1844552005530335
15 18,NE,-5.992233204295639
15 18,NE,-5.89161230930705
15 18,NE,-6.031086072953716
15 18,NE,-6.3741645078603035
15 18,NE,-5.314629966216812
15 18,NE,-4.846852152540114
15 18,NE,-7.008418412392324
15 18,NE,-5.901498441254661
15 18,NE,-4.9257289555481965
15 18,NE,-5.530256611958182
15 18,NE,-5.589901093223604
15 18,NE,-4.608129593082881
15 18,NE,-6.385749546433966
15 18,NE,-5.424405701246394
15 18,NE,-6.051296948714462
15 18,NE,-6.419238353774387
15 18,NE,-5.678200495681859
15 18,NE,-5.408669027710952
15 18,NE,-5.6731102785953045
15 18,NE,-4.4180315518140105
15 18,NE,-6.496054928322999
15 18,NE,-7.116390407948218
15 18,NE,-6.550027537184184
15 18,NE,-5.702634657804486
15 18,NE,-7.002628519357854
15 18,NE,-6.592691084864727
15 18,NE,-7.903086703523986
15 18,NE,-6.696960856613715
15 18,NE,-5.3688951387894175
15 18,NE,-5.542640497935712
15 18,NE,-5.190362098079514
15 18,NE,-5.168563680543687
15 18,NE,-4.96157737849945
15 18,NE,-7.053115650325484
15 18,NE,-5.081679853714948
15 18,NE,-7.068823716850777
15 18,NE,-5.25751001209198
15 18,NE,-5.052596740749444
15 18,NE,-6.090125770259951
15 18,NE,-6.540050806104129
15 18,NE,-7.380044956784834
15 18,NE,-5.7400935918903615
15 18,NE,-6.092443712397021
15 18,NE,-5.275942125407051
15 18,NE,-4.769373785650624
15 18,NE,-5.315460781470871
15 18,NE,-4.826447696045381
15 18,NE,-5.467335963757845
15 18,NE,-7.123780026454259
15 18,NE,-6.829783115611841
15 18,NE,-6.77970984649328
15 18,NE,-5.800150411313758
15 18,NE,-7.257536854330677
15 18,NE,-6.618742231669963
15 18,NE,-5.660391337327
15 18,NE,-6.339431470286056
15 18,NE,-4.540443831951885
15 18,NE,-5.6485974086989525
15 18,NE,-6.45048825695827
15 18,NE,-7.067181165354651
15 18,NE,-4.996427388298781
15 18,NE,-4.548657637346935
15 18,NE,-6.782675657526777
15 18,NE,-5.406148580963598
15 18,NE,-6.670626399206835
15 18,NE,-4.603967103414279
15 18,NE,-5.4385313279497645
15 18,NE,-6.391854025070711
15 18,NE,-8.700558364374725
15 18,NE,-8.252885319635855
15 18,NE,-6.632937740825615
15 18,NE,-4.7475827019628865
15 18,NE,-6.887606761998967
15 18,NE,-5.294817106958435
15 18,NE,-4.471954395071129
15 18,NE,-7.436203083970715
15 18,NE,-6.648668150571026
15 18,NE,-5.685660160966132
15 18,NE,-5.658683007322232
15 18,NE,-7.358336661106045
15 18,NE,-5.719231047422155
15 18,NE,-6.344198931680021
15 18,NE,-6.476746098414523
15 18,NE,-6.568005331102197
15 18,NE,-5.420866869616298
15 18,NE,-6.524989859473867
15 18,NE,-5.460661216072759
15 18,NE,-5.475045521921749
15 18,NE,-5.249626584695848
15 18,NE,-6.008293564230221
15 18,NE,-5.091873552438852
15 18,NE,-7.62457337625508
15 18,NE,-5.235575678181601
15 18,NE,-4.860930605443459
15 18,NE,-5.43162029068456
15 18,NE,-5.475045521921749
15 18,NE,-5.27379684614058
15 18,NE,-6.713992785638741
15 18,NE,-5.367037291613415
15 18,NE,-5.009588607510931
15 18,NE,-5.152522549179714
15 18,NE,-5.8179721710189
15 18,NE,-6.164597740187955
15 18,NE,-5.810370715059302
15 18,NE,-6.285445038753469
15 18,NE,-5.693829348277247
15 18,NE,-6.31557861325859
15 18,NE,-4.769373785650624
15 18,NE,-7.631428261699664
15 18,NE,-4.702974584289518
15 18,NE,-4.512306536268946
15 18,NE,-7.620920856596163
15 18,NE,-6.125463175904255
15 18,NE,-6.770964743327894
15 18,NE,-6.328017764251483
15 18,NE,-6.548711415445998
15 18,NE,-5.429415351184698
15 18,NE,-5.861163538160677
15 18,NE,-6.796917148570315
15 18,NE,-4.568088315855542
15 18,NE,-5.097615834689516
15 18,NE,-6.923946499150953
15 18,NE,-5.440316126099626
15 18,NE,-5.427027820690415
15 18,NE,-6.819404512870018
15 18,NE,-5.871873632400888
15 18,NE,-5.824956480797191
15 18,NE,-5.159979277137582
15 18,NE,-5.496886662794504
15 18,NE,-5.082172234459071
15 18,NE,-5.839715472281822
15 18,NE,-5.335676385512489
15 18,NE,-4.765821815688281
15 18,NE,-4.741870296813525
15 18,NE,-5.8952427272127945
15 18,NE,-6.319724692531623
15 18,NE,-5.630217919556536
15 18,NE,-6.2481947366085535
15 18,NE,-7.704382357023613
15 18,NE,-5.941243737312621
15 18,NE,-6.134659005666966
15 18,NE,-6.186195322205417
15 18,NE,-5.215443903195786
15 18,NE,-6.351074928989838
15 18,NE,-7.8449544940972515
15 18,NE,-6.56554228947054
15 18,NE,-5.565814200176958
15 18,NE,-6.189991313600223
15 18,NE,-7.3225683944579
15 18,NE,-5.618892844258855
15 18,NE,-5.416275823358414
15 18,NE,-5.035750451041212
15 18,NE,-5.6582352039655355
15 18,NE,-7.10159232161819
15 18,NE,-7.045023719825224
15 18,NE,-5.4500815030450935
15 18,NE,-6.312570817466867
15 18,NE,-5.091873552438852
15 18,NE,-8.063466184480177
15 18,NE,-5.769333868491625
15 18,NE,-5.704185727176515
15 18,NE,-5.19725619102614
15 18,NE,-7.227384448859766
15 18,NE,-5.269833906943731
15 18,NE,-4.5563245397730965
15 18,NE,-6.391854025070711
15 18,NE,-5.971629155527075
15 18,NE,-4.9092710864446065
15 18,NE,-7.9236271118100845
15 18,NE,-5.765157641427102
15 18,NE,-6.240510296554084
15 18,NE,-5.847180406615938
15 18,NE,-6.479047622942124
15 18,NE,-4.980411753045086
15 18,NE,-5.916234414332465
15 18,NE,-6.345310286319688
15 18,NE,-5.358474222486862
15 18,NE,-6.639281169808637
15 18,NE,-5.005197420007118
15 18,NE,-6.238244194527163
15 18,NE,-4.975538741112452
15 18,NE,-5.266473043184338
15 18,NE,-5.224982033498444
15 18,NE,-6.301106728284389
15 18,NE,-4.729399151487902
15 18,NE,-5.818648167444894
15 18,NE,-6.740067099892215
15 18,NE,-5.48770291741259
15 18,NE,-5.561371272978969
15 18,NE,-5.228520327641616
15 18,NE,-5.839715472281822
15 18,NE,-4.57501579436081
15 18,NE,-6.175685483982944
15 18,NE,-6.698507243055581
15 18,NE,-5.74118735262569
15 18,NE,-4.967842310106255
15 18,NE,-5.544573570867451
15 18,NE,-5.881451380767802
15 18,NE,-7.529498713476533
15 18,NE,-6.38889062741248
15 18,NE,-6.936078447536893
15 18,NE,-6.07933765334898
15 18,NE,-5.775738428775087
15 18,NE,-5.783438949389696
15 18,NE,-5.446977044715147
15 18,NE,-5.747470473908692
15 18,NE,-5.714283826293349
15 18,NE,-5.699071077286796
15 18,NE,-6.6352304474490325
15 18,NE,-5.458918111996003
15 18,NE,-6.076720396887301
15 18,NE,-6.3235315400990935
15 18,NE,-7.119765048015434
15 18,NE,-5.4633425229528285
15 18,NE,-7.577986279254323
15 18,NE,-5.032145973781969
15 18,NE,-6.647197773665025
15 18,NE,-6.30997904640767
15 18,NE,-5.0476829849204545
15 18,NE,-5.6582352039655355
15 18,NE,-5.258008727776764
15 18,NE,-5.991812921689695
15 18,NE,-5.503524774577053
15 18,NE,-6.209968296011528
15 18,NE,-6.036304456328473
15 18,NE,-5.043517511789126
15 18,NE,-6.706457660321776
15 18,NE,-5.91535485346398
15 18,NE,-5.561869908151297
15 18,NE,-5.120525566009177
15 18,NE,-5.338610941747009
15 18,NE,-6.632738943301628
15 18,NE,-6.345243359965286
15 18,NE,-5.1910316562942995
15 18,NE,-5.709390427693849
15 18,NE,-6.559113517192983
15 18,NE,-7.705644081562466
15 18,NE,-5.268155166350964
15 18,NE,-5.6599639388915355
15 18,NE,-6.250696848752944
15 18,NE,-6.340860291037408
15 18,NE,-5.281644467482838
15 18,NE,-4.958624998201832
15 18,NE,-5.4618860261997835
15 18,NE,-6.258805423317523
15 18,NE,-6.879799234289119
15 18,NE,-4.478453349977176
15 18,NE,-5.410951790562238
15 18,NE,-7.096519549791401
15 18,NE,-5.1725892152230175
15 18,NE,-6.382495550142605
15 18,NE,-6.254443616134103
15 18,NE,-5.20885473376741
15 18,NE,-5.8940459189253
15 18,NE,-5.007245846270961
15 18,NE,-6.175872770215103
15 18,NE,-5.476744125707555
15 18,NE,-6.108665730486074
15 18,NE,-8.124732594047869
15 18,NE,-6.091819665998239
15 18,NE,-4.626488304989052
15 18,NE,-5.725601287111263
15 18,NE,-6.832528723232282
15 18,NE,-5.939977985492515
15 18,NE,-5.787571294771825
15 18,NE,-6.832643445284574
15 18,NE,-4.6764710101344225
15 18,NE,-5.725482965383455
15 18,NE,-4.812492170533973
15 18,NE,-7.04577386643074
15 18,NE,-7.312371398710689
15 18,NE,-6.139473306701512
15 18,NE,-5.840572486192606
15 18,NE,-6.815042506471533
15 18,NE,-5.513065447120456
15 18,NE,-6.424380945750199
15 18,NE,-6.4819380483876365
15 18,NE,-6.372806209927728
15 18,NE,-5.882269550232089
15 18,NE,-6.660363688811478
15 18,NE,-7.014739598579733
15 18,NE,-6.15745152175538
15 18,NE,-6.560347230063359
15 18,NE,-5.4791756639755125
15 18,NE,-5.608231556143017
15 18,NE,-6.534302647180088
15 18,NE,-5.262813749927855
15 18,NE,-5.199236193316899
15 18,NE,-7.118335791701882
15 18,NE,-4.891050830632315
15 18,NE,-4.654429139735999
15 18,NE,-5.506290666202924
15 18,NE,-5.274181458887102
15 18,NE,-5.1337570079462145
15 18,NE,-5.419270817995336
15 18,NE,-5.275349428395945
15 18,NE,-5.000094161184023
15 18,NE,-6.238586244102302
15 18,NE,-4.894743261856505
15 18,NE,-7.144201912329343
15 18,NE,-6.959153288456272
15 18,NE,-5.237387700977291
15 18,NE,-4.669885914169444
15 18,NE,-5.391289850747946
15 18,NE,-5.102429059110466
15 18,NE,-6.820476656910813
15 18,NE,-5.915492755230177
15 18,NE,-5.254693916871521
15 18,NE,-6.870568783198696
15 18,NE,-5.286979838958331
15 18,NE,-4.8051955495373715
15 18,NE,-5.39079508902724
15 18,NE,-4.453666938826386
15 18,NE,-7.227384448859766
15 18,NE,-6.238244194527163
15 18,NE,-6.81363008310553
15 18,NE,-5.238562197575199
15 18,NE,-5.388041848567565
15 18,NE,-6.478105526075547
15 18,NE,-6.958511271339478
15 18,NE,-6.4837724461081745
15 18,NE,-6.592691084864727
15 18,NE,-5.39467462997691
15 18,NE,-4.822782763630647
15 18,NE,-6.3806543787786225
15 18,NE,-6.192700348731658
15 18,NE,-4.912732675362632
15 18,NE,-5.595174470615206
15 18,NE,-6.236897182293446
15 18,NE,-4.937108587291912
15 18,NE,-6.030580357201304
15 18,NE,-5.36397732513934
15 18,NE,-5.347969700836672
15 18,NE,-5.243605682588969
15 18,NE,-6.322785944894221
15 18,NE,-6.560947667660849
15 18,NE,-5.937240346238835
15 18,NE,-6.3678909096713205
15 18,NE,-7.512391266568978
15 18,NE,-7.159690218233054
15 18,NE,-5.6503224996945365
15 18,NE,-5.226952053117799
15 18,NE,-6.376085751464079
15 18,NE,-5.843901268841803
15 18,NE,-5.032911517252672
15 18,NE,-6.542741435425168
15 18,NE,-5.137867152818669
15 18,NE,-6.373260508368211
15 18,NE,-8.590143459102439
15 18,NE,-6.116476379451038
15 18,NE,-5.9433386523872045
15 18,NE,-6.985042639380696
15 18,NE,-7.89671921275467
15 18,NE,-5.726102255276581
15 18,NE,-6.258805423317523
15 18,NE,-4.548657637346935
15 18,NE,-6.720062597944844
15 18,NE,-5.314081572604531
15 18,NE,-5.767765796016993
15 18,NE,-4.915860649999232
15 18,NE,-6.004793109954754
15 18,NE,-5.812497101116246
15 18,NE,-4.618199485484596
15 18,NE,-4.990001584355858
15 18,NE,-6.246589968328673
15 18,NE,-7.120935893843766
15 18,NE,-4.944296891705836
15 18,NE,-5.83034639492059
15 18,NE,-5.635032210579678
15 18,NE,-5.7736910963748
15 18,NE,-5.595630231835755
15 18,NE,-5.309117627556671
15 18,NE,-5.422310527956542
15 18,NE,-6.31365349497753
15 18,NE,-6.231708985919347
15 18,NE,-6.33508309098394
15 18,NE,-5.745062246737926
15 18,NE,-5.730432138731902
15 18,NE,-5.168566763155975
15 18,NE,-5.895814851010264
15 18,NE,-5.901399315478574
15 18,NE,-5.007245846270961
15 18,NE,-4.648364759829082
15 18,NE,-5.059305744979197
15 18,NE,-6.648505175902546
15 18,NE,-5.9966776357237626
15 18,NE,-5.355555999985936
15 18,NE,-5.963592103717842
15 18,NE,-5.056206031826724
15 18,NE,-5.979963816817292
15 18,NE,-7.312371398710689
15 18,NE,-5.416733873779143
15 18,NE,-5.270210748547626
15 18,NE,-5.19054592805316
15 18,NE,-6.657848950890265
15 18,NE,-7.589921867459877
15 18,NE,-5.15797777015859
15 18,NE,-6.35696583119131
15 18,NE,-5.369541320907502
15 18,NE,-5.4713833285538636
15 18,NE,-6.89014432870188
15 18,NE,-7.6386178206098085
15 18,NE,-6.026592832756305
15 18,NE,-6.773081289616741
15 18,NE,-5.150504735505074
15 18,NE,-6.364640414091117
15 18,NE,-6.427591758117967
15 18,NE,-4.964938786678537
15 18,NE,-6.107433728498376
15 18,NE,-5.256841447451174
15 18,NE,-4.492459977887201
15 18,NE,-6.648668150571026
15 18,NE,-5.36397732513934
15 18,NE,-6.390978263019813
15 18,NE,-8.518582188465354
15 18,NE,-7.002628519357854
15 18,NE,-6.989468679389825
15 18,NE,-5.5305438953935395
15 18,NE,-5.512876598489452
15 18,NE,-6.789396281697511
15 18,NE,-6.301106728284389
15 18,NE,-6.152134067467051
15 18,NE,-6.520701903999186
15 18,NE,-6.823273640833473
15 18,NE,-6.498464797322149
15 18,NE,-4.588772171864684
15 18,NE,-4.555164478509964
15 18,NE,-6.0895403763346545
15 18,NE,-7.205218157299065
15 18,NE,-6.254443616134103
15 18,NE,-5.026179259763243
15 18,NE,-5.630740444313204
15 18,NE,-6.874157740209227
15 18,NE,-5.29085322379093
15 18,NE,-6.394202855119572
15 18,NE,-5.157416152047609
15 18,NE,-5.045981587879502
15 18,NE,-5.548747623191002
15 18,NE,-5.951347806987594
15 18,NE,-5.126226063778407
15 18,NE,-5.979963816817292
15 18,NE,-6.381639509045897
15 18,NE,-6.832853905922475
15 18,NE,-7.481279426986296
15 18,NE,-5.641556978342038
15 18,NE,-7.208964185676254
15 18,NE,-4.893920400180593
15 18,NE,-4.728804988661192
15 18,NE,-5.598794273755139
15 18,NE,-5.89161230930705
15 18,NE,-5.805574930174111
15 18,NE,-5.770628895584752
15 18,NE,-5.736914987196934
15 18,NE,-6.091888414838214
15 18,NE,-4.918405975692124
15 18,NE,-5.172953605193355
15 18,NE,-7.296017683040592
15 18,NE,-6.257298901028437
15 18,NE,-5.555739471222217
15 18,NE,-5.1084095024458644
15 18,NE,-4.768154464171168
15 18,NE,-5.7717453057982375
15 18,NE,-5.082172234459071
15 18,NE,-7.419735540670124
15 18,NE,-7.779031865476729
15 18,NE,-5.512876598489452
15 18,NE,-5.3189106627444005
15 18,NE,-5.339908979409917
15 18,NE,-7.77106788979869
15 18,NE,-5.457563863973899
15 18,NE,-6.720062597944844
15 18,NE,-5.236213005556405
15 18,NE,-5.245358622915189
15 18,NE,-6.919428103772134
15 18,NE,-5.201828851349578
15 18,NE,-6.36562091643219
15 18,NE,-6.31365349497753
15 18,NE,-5.392245709840746
15 18,NE,-5.753691625558693
15 18,NE,-5.95612533283314
15 18,NE,-5.669716810225832
15 18,NE,-5.673577082019539
15 18,NE,-7.120367249303066
15 18,NE,-5.177750014374536
15 18,NE,-6.916983387192187
15 18,NE,-5.557076058481139
15 18,NE,-5.992126022153252
15 18,NE,-5.590261177051128
15 18,NE,-4.873088375272867
15 18,NE,-6.281984617034736
15 18,NE,-7.3233205411004665
15 18,NE,-5.654726548619716
15 18,NE,-4.70627831794977
15 18,NE,-5.990765174409318
15 18,NE,-6.896440229028421
15 18,NE,-5.535275548992708
15 18,NE,-6.450436911981701
15 18,NE,-5.282135438731269
15 18,NE,-5.825936310808118
15 18,NE,-6.4756597532804
15 18,NE,-6.13094592011341
15 18,NE,-5.506880978059747
15 18,NE,-6.887606761998967
15 18,NE,-6.699584922341929
15 18,NE,-5.351941978618434
15 18,NE,-6.604534139681965
15 18,NE,-6.819359904703175
15 18,NE,-5.692632844867185
15 18,NE,-5.871220695218756
15 18,NE,-6.916147012897945
15 18,NE,-5.056206031826724
15 18,NE,-7.137134849909578
15 18,NE,-7.093492933674501
15 18,NE,-5.455934247814232
15 18,NE,-5.468652935494651
15 18,NE,-5.839193079230334
15 18,NE,-4.843638702539904
15 18,NE,-6.245646173751697
15 18,NE,-5.657996568837788
15 18,NE,-5.275937220436329
15 18,NE,-4.767644160250197
15 18,NE,-5.7977509878933065
15 18,NE,-5.88629795900451
15 18,NE,-6.417150190971992
15 18,NE,-5.530772271050623
15 18,NE,-5.660391337327
15 18,NE,-6.98135829140365
15 18,NE,-7.1262863634228255
15 18,NE,-6.818581689471823
15 18,NE,-5.168566763155975
15 18,NE,-5.419270817995336
15 18,NE,-5.069371219141818
15 18,NE,-6.467972232395356
15 18,NE,-5.453043464598869
15 18,NE,-7.2168870119447295
